"ID tanggapan","Tanggal pengiriman","Halaman terakhir","Bahasa utama","Biji","Tanggal mulai","Tanggal tindakan terakhir","Jenis Kelamin ","Usia","Asal Institusi","Status","Jabatan Akademik","Masa Kerja","Strata","Menurut Anda, hal apa yang pertama kali terlintas di pikiran Anda tatkala mendengar istilah Artificial Intelligent (AI)? ","Sejauh mana Anda memahami kondisi yang menuntut Anda menggunakan AI? ","Sejauh mana Anda memahami penggunaan AI secara bijak dan bertanggung jawab? ","Apakah Anda mengetahui bahwa Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi Tahun 2024 telah menerbitkan dokumen Panduan Penggunaan Generative AI (GenAI) pada Pembelajaran di Perguruan Tinggi? ","Seberapa sering Anda menggunakan aplikasi AI untuk pekerjaan terkait dengan status Anda sebagai Dosen/Tenaga Kependidikan/Mahasiswa? ","Menurut Anda, seberapa besar ketergantungan Anda pada penggunaan AI untuk pekerjaan terkait status Anda? ","Penggunaan AI membantu Anda meningkatkan pemahaman tentang suatu materi/pekerjaan ","Apakah perguruan tinggi Anda memiliki dokumen panduan resmi mengenai penggunaan AI? ","Apakah dokumen panduan AI tersebut secara resmi diterbitkan oleh perguruan tinggi? ","Apakah dokumen panduan penggunaan AI di perguruan tinggi Anda diterbitkan berdasarkan surat keputusan atau surat edaran dari pimpinan (Rektor/Ketua)? ","Kapan dokumen tersebut diterbitkan? ","Apakah dokumen panduan penggunaan AI mencakup aspek etika, seperti anti-plagiarisme, bias algoritmik, atau penyalahgunaan data? ","Apakah ada aturan spesifik mengenai penggunaan AI untuk tugas mata kuliah, skripsi, tesis, disertasi, atau publikasi ilmiah? ","Apakah dokumen panduan penggunaan AI mencantumkan sanksi atau konsekuensi bagi pelanggaran yang dilakukan oleh mahasiswa atau dosen? ","Apakah di perguruan tinggi Anda ada panduan untuk pemanfaatan AI dalam proses administratif dan operasional universitas? ","Apakah panduan tersebut telah disosialisasikan kepada seluruh sivitas akademika (dosen, mahasiswa, staf)? ","Seberapa mudah dokumen tersebut diakses? (Misalnya, tersedia di situs web resmi, hanya di intranet, atau hanya tersedia secara secara printed) ","Apakah perguruan tinggi Anda menyelenggarakan pelatihan atau lokakarya bagi dosen dan mahasiswa tentang penggunaan AI secara bijak dan bertanggung jawab? ","Saya memahami isi dokumen panduan (penggunaan AI yang diterbitkan oleh kampus Saya, atau Panduan Penggunaan AI pada Pembelajaran di Perguruan Tinggi yang diterbitkan oleh Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi Tahun 2024.) ","Menurut Anda, apakah panduan penggunaan AI akan bermanfaat dalam memandu Anda menggunakan AI secara etis dan produktif? ","Panduan tersebut justru terlalu membatasi kreativitas dan inovasi dalam pekerjaan administratif/pembelajaran/penelitian)? ","Menurut Anda, apakah penggunaan AI di lingkungan PTKIN dalam konteks akademik dan administrasi perlu diatur secara formal?","Tuliskan saran/harapan Anda terhadap regulasi penggunaan AI di PTKIN?"
"814","2025-09-19 04:26:00","7","id","1693728737","2025-09-19 04:21:50","2025-09-19 04:26:00","Laki-laki","> 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor (L)","> 10 tahun",,"Sangat Menjanjikan","Paham","Sangat Paham","Tidak","Pernah","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Sangat Perlu","Dapat Meningkatkan dan memudahkan pemahaman "
"816","2025-09-19 05:03:21","7","id","920971693","2025-09-19 04:59:19","2025-09-19 05:03:21","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Perlu",""
"819","2025-09-19 06:50:50","7","id","1273125304","2025-09-19 06:46:56","2025-09-19 06:50:50","Perempuan","20 - 29","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak","Setuju","Setuju","Tidak Setuju","Perlu","Hadirkan pembelajaran yang tidak bisa dikaitkan dan tidak menggunkan AI"
"820","2025-09-19 07:29:08","7","id","362077695","2025-09-19 07:23:52","2025-09-19 07:29:08","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Pernah","Tidak Bergantung","Setuju","Ya","Tidak","Tidak",,,"Ya","Tidak",,,,"Tidak","Tidak Setuju","Setuju","Setuju","Perlu","harusnya ada pelatihan atau lokakarya terlebih dahulu di lingkungan kampus supaya mahasiswa dan tenaga pendidik/dosen paham akan penggunaan AI dengan baik dan bijak "
"821","2025-09-19 07:44:19","7","id","1022637636","2025-09-19 07:31:20","2025-09-19 07:44:19","Perempuan","30 - 45","Universitas Islam Negeri Salatiga","Dosen dengan Tugas Tambahan (DT)","Lektor (L)","5 – 10 tahun",,"Cukup Menjanjikan","Paham","Paham","Ya","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Ya","Tidak Setuju","Sangat Setuju","Sangat Tidak Setuju","Sangat Perlu","Dituangkan dalam dokumen formal, disosialisasikan secara masif kepada seluruh PTKIN, PTKIN lalu menyosialisasikan dan mengimplementasikan di kampus masing-masing."
"822","2025-09-19 08:13:28","7","id","344153293","2025-09-19 08:10:13","2025-09-19 08:13:28","Laki-laki","< 20","Universitas Islam Negeri Salatiga","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Sangat Paham","Sangat Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Sangat Perlu","Untuk dibatasi dalam hal pembuatan karya tulis namun tidak dibatasi dalam menunjang pembelajaran. Sebab AI sangat membantu saya dalam belajar"
"824","2025-09-19 08:16:12","7","id","1973186757","2025-09-19 08:13:37","2025-09-19 08:16:12","Laki-laki","< 20","Universitas Islam Negeri Salatiga","Mahasiswa",,,"S1","Sangat Mengkhawatirkan","Tidak Paham","Paham","Tidak","Sering","Sangat Tidak Bergantung","Tidak Setuju","Ya","Tidak","Ya","2022","Tidak","Tidak",,,,,"Tidak","Sangat Tidak Setuju","Sangat Tidak Setuju","Sangat Tidak Setuju","Sangat Tidak Perlu","Baik"
"825","2025-09-19 08:21:49","7","id","278713452","2025-09-19 08:18:07","2025-09-19 08:21:49","Laki-laki","20 - 29","Universitas Islam Negeri Salatiga","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Perlu","Diharapkan PTKIN memberikan sosialisasi dan pelatihan agar mahasiswa, dosen, dan tenaga kependidikan memahami cara menggunakan AI secara bijak, sehingga regulasi tidak sekadar bersifat membatasi, tetapi juga mendidik."
"826","2025-09-19 08:24:24","7","id","1619288026","2025-09-19 08:18:12","2025-09-19 08:24:24","Perempuan","46 - 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor (L)","> 10 tahun",,"Cukup Menjanjikan","Paham","Paham","Tidak","Pernah","Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Sangat Perlu","Regulasi perlu ditetapkan."
"829","2025-09-19 08:50:14","7","id","1890637387","2025-09-19 08:44:37","2025-09-19 08:50:14","Laki-laki","< 20","Universitas Islam Negeri Salatiga","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Tidak Paham","Tidak","Pernah","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Perlu","Semoga perkembangan AI ini dapat mempermudah dan yang bercirikan sesuatu yang menjadi alat bantu bukan isian dasar bagi pembentukan pembelajaran/ makanan pokok para pelajar mahasiswa dan selainnya."
"830","2025-09-19 09:11:39","7","id","1582624681","2025-09-19 09:09:11","2025-09-19 09:11:39","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Harus di bersamai di setiap kuliah"
"831","2025-09-19 09:32:52","7","id","1503132325","2025-09-19 09:27:13","2025-09-19 09:32:52","Laki-laki","< 20","Universitas Islam Negeri Salatiga","Mahasiswa",,,"S1","Cukup Menjanjikan","Tidak Paham","Tidak Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Perlu","Tidak ada"
"833","2025-09-19 10:43:40","7","id","788915727","2025-09-19 10:39:46","2025-09-19 10:43:40","Perempuan","< 20","Universitas Islam Negeri Salatiga","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Ya","Tidak","Ya","2022","Tidak","Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","Harapan saya semoga mahasiswa/i tidak ketergantungan dengan AI, sebaliknya dosen juga begitu"
"836","2025-09-19 10:57:23","7","id","1169772655","2025-09-19 10:45:05","2025-09-19 10:57:23","Laki-laki","< 20","Universitas Islam Negeri Salatiga","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Sangat Paham","Ya","Pernah","Sangat Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya","Setuju","Sangat Setuju","Tidak Setuju","Sangat Perlu","adanya sosialisasi penggunaan AI sebagai alat bantu dalam pencarian sumber bukan sebagai copilot yang mampu mengerjakan tugas untuk menjaga kredibilitas akademik, pemberian pemahaman bahwa ai tidak akan menggantikan manusia mengingat model ai saja perlu dilatih untuk mencapai yang namanya kecerdasan buatan atau artificial intelligent, adanya penerapan ai yang ditanamkan pada aplikasi akademik seperti siakad guna memudahkan mahasiswa untuk menggunakan dan mencari fitur yang ada"
"838","2025-09-19 10:55:32","7","id","554735199","2025-09-19 10:51:31","2025-09-19 10:55:32","Perempuan","< 20","Universitas Islam Negeri Salatiga","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Sangat Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Tidak","Setuju","Setuju","Setuju","Perlu","sangat membantu "
"839","2025-09-19 11:05:53","7","id","51837333","2025-09-19 11:02:59","2025-09-19 11:05:53","Laki-laki","< 20","Universitas Islam Negeri Salatiga","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Perlu","Meringankan "
"841","2025-09-19 11:18:06","7","id","1263516675","2025-09-19 11:15:15","2025-09-19 11:18:06","Perempuan","< 20","Universitas Islam Negeri Salatiga","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Sangat Paham","Ya","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya","Setuju","Setuju","Tidak Setuju","Perlu",""
"843","2025-09-19 12:02:56","7","id","431618298","2025-09-19 12:00:49","2025-09-19 12:02:56","Perempuan","< 20","Universitas Islam Negeri Salatiga","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Tidak",,,,"Sangat Perlu","tidak terlalu bergant dengan AI dalam menyelesaikan pekerjaan"
"845","2025-09-19 13:38:37","7","id","183642034","2025-09-19 13:08:01","2025-09-19 13:38:37","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Perlu","saran saya PTKIN dapat mengedukasi para mahasiswa dan dosen untuk menggunakan AI dengan bijak dan seperlunya agar tidak menyebabkan ketergantungan"
"850","2025-09-19 23:58:15","7","id","1192206638","2025-09-19 23:55:02","2025-09-19 23:58:15","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Sangat Perlu","AI menjadi salah satu media pembelajaran juga memecahkan suatu persoalan namun dengan dihunakan ketika memang dibutuhkan. "
"852","2025-09-20 02:18:45","7","id","1928797828","2025-09-20 02:14:47","2025-09-20 02:18:45","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Sangat Paham","Ya","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya","Setuju","Setuju","Tidak Setuju","Perlu","Tentunya harus menjalankan regulasi untuk pembatasan pada penggunaan AI sehingga tidak semua pengguna ketergantungan "
"854","2025-09-20 02:33:48","7","id","29174419","2025-09-20 02:23:59","2025-09-20 02:33:48","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak","Setuju","Setuju","Tidak Setuju","Perlu",""
"855","2025-09-20 02:28:54","7","id","430782171","2025-09-20 02:24:46","2025-09-20 02:28:54","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Tidak Paham","Paham","Tidak","Sangat Sering","Sangat Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Saya berharap ada ketentuan-ketentuan dalam menggunakan AI, dan penggunaan AI itu harus dimanfaatkan sebaik mungkin."
"857","2025-09-20 02:29:14","7","id","1746241361","2025-09-20 02:25:17","2025-09-20 02:29:14","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Tidak Perlu","Harapan saya untuk penggunaan AI di PTKIN bisa digunakan dengan bijak seperti untuk digunakan belajar atau mencari suatu pengetahuan "
"858","2025-09-20 02:32:07","7","id","1187498489","2025-09-20 02:25:24","2025-09-20 02:32:07","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Pernah","Sangat Bergantung","Setuju","Ya","Ya","Ya","2024","Ya","Ya","Ya",,,,"Ya","Setuju","Sangat Setuju","Tidak Setuju","Perlu","Saya punya harapan agar AI bisa digunakan dalam pembelajaran "
"859","2025-09-20 02:27:46","7","id","477542395","2025-09-20 02:25:25","2025-09-20 02:27:46","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Tidak Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Yang terbaik untuk kedepannya"
"860","2025-09-20 02:28:47","7","id","52602663","2025-09-20 02:25:32","2025-09-20 02:28:47","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Tidak Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","tidak ada"
"861","2025-09-20 02:28:48","7","id","835154254","2025-09-20 02:25:40","2025-09-20 02:28:48","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Sangat Paham","Sangat Paham","Ya","Sangat Sering","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Tidak","Tidak Setuju","Sangat Setuju","Setuju","Tidak Perlu","diatur agar tidak menggunakan AI untuk hal yang tidak baik dalam artian tidak etis"
"862","2025-09-20 02:29:12","7","id","813985213","2025-09-20 02:25:41","2025-09-20 02:29:12","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Perlu","- Berikan aturan yang jelas, agar AI tidak digunakan secara tidak senonoh :]"
"863","2025-09-20 02:30:50","7","id","361501048","2025-09-20 02:25:41","2025-09-20 02:30:50","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Tidak Perlu",""
"864","2025-09-20 02:28:14","7","id","411767362","2025-09-20 02:25:41","2025-09-20 02:28:14","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Tidak Perlu","tidak ada saran"
"865","2025-09-20 02:28:12","7","id","1155518047","2025-09-20 02:25:42","2025-09-20 02:28:12","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Asisten Ahli (AA)","> 10 tahun",,"Sangat Menjanjikan","Paham","Paham","Tidak","Pernah","Bergantung","Setuju","Tidak",,,,,"Tidak",,"Ya",,"Mudah","Tidak",,,,"Tidak Perlu","dinormalisasikan dengan ketentuan yg berlaku"
"866","2025-09-20 02:27:21","7","id","1239943083","2025-09-20 02:25:42","2025-09-20 02:27:21","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Pernah","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","-"
"867","2025-09-20 02:30:01","7","id","605318350","2025-09-20 02:25:42","2025-09-20 02:30:01","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Sangat Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Perlu","Saya harap lebih banyak pelatihan dan panduan tentang penggunaan AI di kampus"
"868","2025-09-20 02:32:14","7","id","149245325","2025-09-20 02:25:46","2025-09-20 02:32:14","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Ya","Ya","Ya","2024","Ya","Ya","Ya",,,,"Ya","Setuju","Sangat Setuju","Tidak Setuju","Tidak Perlu","Harapannya supaya penggunaan AI menjadi lebih hal yang umum dalam segi pembelajaran, tetapi dengan batas wajar tertentu."
"869","2025-09-20 02:31:19","7","id","763010838","2025-09-20 02:25:49","2025-09-20 02:31:19","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Tidak Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Perlu","Ya"
"870","2025-09-20 02:30:23","7","id","1045775212","2025-09-20 02:25:51","2025-09-20 02:30:23","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Tidak disalahgunakan "
"871","2025-09-20 02:28:30","7","id","789876623","2025-09-20 02:25:51","2025-09-20 02:28:30","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Sangat Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Perlu","AI adalah alat, dan pendidikan menyasar intelektual. Bagaimana mungkin intelektual mahasiswa meningkat jika bergantung pada alat"
"872","2025-09-20 02:30:24","7","id","1887107250","2025-09-20 02:25:51","2025-09-20 02:30:24","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Tidak Paham","Tidak","Pernah","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Perlu","Mungkin bisa di upgrade atau di kembangkan lagi soal ini"
"873","2025-09-20 02:30:48","7","id","530549444","2025-09-20 02:25:51","2025-09-20 02:30:48","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sangat Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Perlu","Lebih banyak pemanduan"
"874","2025-09-20 02:31:01","7","id","1787396910","2025-09-20 02:25:51","2025-09-20 02:31:01","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Tidak Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Saya berharap regulasi terhadap penggunaan AI di ruang lingkup kampus lebih diperhatikan dan diusahakan untuk disosialisasikan, menimbang dari intensitas penggunaan AI yang terbilang cukup sering untuk digunakan"
"875","2025-09-20 02:29:51","7","id","525835297","2025-09-20 02:25:52","2025-09-20 02:29:51","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Sangat Paham","Sangat Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Tidak",,,,"Perlu","Regulasi dalam penggunaan AI haruslah jelas, tegas dan tidak setengah-setengah agar tidak terjadi hal-hal yang tidak diinginkan"
"876","2025-09-20 02:30:59","7","id","895274023","2025-09-20 02:25:52","2025-09-20 02:30:59","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Ya","Tidak","Tidak",,,"Tidak",,,,,"Tidak","Setuju","Setuju","Setuju","Perlu","Semoga kedepannya sistem AI menjadi lebih baik ke depannya"
"877","2025-09-20 02:31:49","7","id","1802500978","2025-09-20 02:25:52","2025-09-20 02:31:49","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Bergantung","Sangat Setuju","Ya","Ya","Ya","2023","Ya","Tidak",,,,,"Tidak","Setuju","Setuju","Tidak Setuju","Perlu","semoga kedepan nya AI bisa berkembang"
"878","2025-09-20 02:30:55","7","id","220414384","2025-09-20 02:25:52","2025-09-20 02:30:55","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Sangat Paham","Sangat Paham","Tidak","Pernah","Tidak Bergantung","Sangat Setuju","Ya","Ya","Ya","2024","Ya","Ya","Ya",,,,"Ya","Tidak Setuju","Sangat Setuju","Tidak Setuju","Sangat Perlu","AI diperlukan, karena kita harus dapat berpikir secara open-minded terhadap perubahan teknologi yang memang pesat. Namun jangan sampai mahasiswa bergantung padanya, sehingga dibutuhkan peraturan yang meregulasi penggunaan AI dan diadakan pula sosialisasi untuk menghimbau penggunaan AI ini"
"880","2025-09-20 02:30:53","7","id","1153736603","2025-09-20 02:25:53","2025-09-20 02:30:53","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Perlu","Tolong ajarkan kami cara menggunakan AI yang lebih baik, bukan hanya prinsip-prinsip moral, tapi cara yang lebih baik untuk menggunakan AI itu sendiri. Kami ingin melahap, menelan, dan menghayati penggunaan AI yang superior menjadi standar penggunaan default kami dalam kehidupan sehari-hari maupun profesional."
"881","2025-09-20 02:27:30","7","id","1723171780","2025-09-20 02:25:53","2025-09-20 02:27:30","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Tidak Bergantung","Setuju","Ya","Ya","Tidak",,,"Tidak",,,,,"Tidak","Setuju","Setuju","Setuju","Perlu","semakin berkembang"
"882","2025-09-20 02:32:23","7","id","379126097","2025-09-20 02:25:53","2025-09-20 02:32:23","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Ya","Setuju","Setuju","Setuju","Perlu","Pengguna dapat menggunakan AI setiap saat tapi tidak membuat pengguna ketergantungan terhadap AI"
"883","2025-09-20 02:32:05","7","id","163117020","2025-09-20 02:25:54","2025-09-20 02:32:05","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Tidak Paham","Tidak","Sering","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Sangat Perlu","Mahasiswa harus paham kalau AI adalah tools/sarana untuk membantu mereka dalam pembelajaran "
"884","2025-09-20 02:30:24","7","id","627030048","2025-09-20 02:25:54","2025-09-20 02:30:24","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Pernah","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Saya harap Ai tidak menjadikan para pelajar dan tenaga pendidik menjadi kebergantungan, saya harap kedepannya ada berbagai program yang menunjang pemahaman terhadap Ai. "
"885","2025-09-20 02:30:47","7","id","1670279704","2025-09-20 02:25:54","2025-09-20 02:30:47","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Sangat Paham","Sangat Paham","Tidak","Sangat Sering","Sangat Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Tidak Perlu","Harapan saya terhadap penggunaan AI di PTKIN, adalah dibebaskan saja terutama bagi mereka yg berada di fakultas sains "
"886","2025-09-20 02:31:18","7","id","2063661201","2025-09-20 02:25:54","2025-09-20 02:31:18","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Perlu","mungkin AI bisa dijadikan alat untuk mencari info lebih jauh tentang ilmu yang dipelajari, tapi tidak bisa dijadikan sumber utama untuk belajar, dalam arti lain AI hanya digunakan sebagai alat dukung untuk lebih memahami suatu pelajaran, serta tidak menjadikan AI sebagai alat yang harus menyelesaiksn seluruh tugas mahasiswa. "
